Date,Date Int,Day Name Short,Day Num Week,Day of Year,Month Day Num,Month Name Short,Month Num,Month Year,Month Year Order,Quarter Num,Quarter Year,Quarter Year Order,Week Ending,Week Num,Week Year,Week Year Order,Year
2021-05-26 00:00:00,20210526,Wed,4,146,26,May,5,May 2021,202105,2,Q2 2021,20212,2021-05-29 00:00:00,22,W22 2021,202122,2021
2021-05-27 00:00:00,20210527,Thu,5,147,27,May,5,May 2021,202105,2,Q2 2021,20212,2021-05-29 00:00:00,22,W22 2021,202122,2021
2021-05-28 00:00:00,20210528,Fri,6,148,28,May,5,May 2021,202105,2,Q2 2021,20212,2021-05-29 00:00:00,22,W22 2021,202122,2021
2021-05-29 00:00:00,20210529,Sat,7,149,29,May,5,May 2021,202105,2,Q2 2021,20212,2021-05-29 00:00:00,22,W22 2021,202122,2021
2021-05-30 00:00:00,20210530,Sun,1,150,30,May,5,May 2021,202105,2,Q2 2021,20212,2021-06-05 00:00:00,23,W23 2021,202123,2021
2021-05-31 00:00:00,20210531,Mon,2,151,31,May,5,May 2021,202105,2,Q2 2021,20212,2021-06-05 00:00:00,23,W23 2021,202123,2021
2021-06-01 00:00:00,20210601,Tue,3,152,1,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-05 00:00:00,23,W23 2021,202123,2021
2021-06-02 00:00:00,20210602,Wed,4,153,2,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-05 00:00:00,23,W23 2021,202123,2021
2021-06-03 00:00:00,20210603,Thu,5,154,3,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-05 00:00:00,23,W23 2021,202123,2021
2021-06-04 00:00:00,20210604,Fri,6,155,4,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-05 00:00:00,23,W23 2021,202123,2021
2021-06-05 00:00:00,20210605,Sat,7,156,5,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-05 00:00:00,23,W23 2021,202123,2021
2021-06-06 00:00:00,20210606,Sun,1,157,6,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-12 00:00:00,24,W24 2021,202124,2021
2021-06-07 00:00:00,20210607,Mon,2,158,7,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-12 00:00:00,24,W24 2021,202124,2021
2021-06-08 00:00:00,20210608,Tue,3,159,8,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-12 00:00:00,24,W24 2021,202124,2021
2021-06-09 00:00:00,20210609,Wed,4,160,9,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-12 00:00:00,24,W24 2021,202124,2021
2021-06-10 00:00:00,20210610,Thu,5,161,10,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-12 00:00:00,24,W24 2021,202124,2021
2021-06-11 00:00:00,20210611,Fri,6,162,11,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-12 00:00:00,24,W24 2021,202124,2021
2021-06-12 00:00:00,20210612,Sat,7,163,12,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-12 00:00:00,24,W24 2021,202124,2021
2021-06-13 00:00:00,20210613,Sun,1,164,13,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-19 00:00:00,25,W25 2021,202125,2021
2021-06-14 00:00:00,20210614,Mon,2,165,14,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-19 00:00:00,25,W25 2021,202125,2021
2021-06-15 00:00:00,20210615,Tue,3,166,15,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-19 00:00:00,25,W25 2021,202125,2021
2021-06-16 00:00:00,20210616,Wed,4,167,16,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-19 00:00:00,25,W25 2021,202125,2021
2021-06-17 00:00:00,20210617,Thu,5,168,17,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-19 00:00:00,25,W25 2021,202125,2021
2021-06-18 00:00:00,20210618,Fri,6,169,18,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-19 00:00:00,25,W25 2021,202125,2021
2021-06-19 00:00:00,20210619,Sat,7,170,19,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-19 00:00:00,25,W25 2021,202125,2021
2021-06-20 00:00:00,20210620,Sun,1,171,20,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-26 00:00:00,26,W26 2021,202126,2021
2021-06-21 00:00:00,20210621,Mon,2,172,21,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-26 00:00:00,26,W26 2021,202126,2021
2021-06-22 00:00:00,20210622,Tue,3,173,22,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-26 00:00:00,26,W26 2021,202126,2021
2021-06-23 00:00:00,20210623,Wed,4,174,23,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-26 00:00:00,26,W26 2021,202126,2021
2021-06-24 00:00:00,20210624,Thu,5,175,24,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-26 00:00:00,26,W26 2021,202126,2021
2021-06-25 00:00:00,20210625,Fri,6,176,25,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-26 00:00:00,26,W26 2021,202126,2021
2021-06-26 00:00:00,20210626,Sat,7,177,26,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-06-26 00:00:00,26,W26 2021,202126,2021
2021-06-27 00:00:00,20210627,Sun,1,178,27,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-07-03 00:00:00,27,W27 2021,202127,2021
2021-06-28 00:00:00,20210628,Mon,2,179,28,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-07-03 00:00:00,27,W27 2021,202127,2021
2021-06-29 00:00:00,20210629,Tue,3,180,29,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-07-03 00:00:00,27,W27 2021,202127,2021
2021-06-30 00:00:00,20210630,Wed,4,181,30,Jun,6,Jun 2021,202106,2,Q2 2021,20212,2021-07-03 00:00:00,27,W27 2021,202127,2021
2021-07-01 00:00:00,20210701,Thu,5,182,1,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-03 00:00:00,27,W27 2021,202127,2021
2021-07-02 00:00:00,20210702,Fri,6,183,2,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-03 00:00:00,27,W27 2021,202127,2021
2021-07-03 00:00:00,20210703,Sat,7,184,3,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-03 00:00:00,27,W27 2021,202127,2021
2021-07-04 00:00:00,20210704,Sun,1,185,4,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-10 00:00:00,28,W28 2021,202128,2021
2021-07-05 00:00:00,20210705,Mon,2,186,5,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-10 00:00:00,28,W28 2021,202128,2021
2021-07-06 00:00:00,20210706,Tue,3,187,6,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-10 00:00:00,28,W28 2021,202128,2021
2021-07-07 00:00:00,20210707,Wed,4,188,7,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-10 00:00:00,28,W28 2021,202128,2021
2021-07-08 00:00:00,20210708,Thu,5,189,8,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-10 00:00:00,28,W28 2021,202128,2021
2021-07-09 00:00:00,20210709,Fri,6,190,9,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-10 00:00:00,28,W28 2021,202128,2021
2021-07-10 00:00:00,20210710,Sat,7,191,10,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-10 00:00:00,28,W28 2021,202128,2021
2021-07-11 00:00:00,20210711,Sun,1,192,11,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-17 00:00:00,29,W29 2021,202129,2021
2021-07-12 00:00:00,20210712,Mon,2,193,12,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-17 00:00:00,29,W29 2021,202129,2021
2021-07-13 00:00:00,20210713,Tue,3,194,13,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-17 00:00:00,29,W29 2021,202129,2021
2021-07-14 00:00:00,20210714,Wed,4,195,14,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-17 00:00:00,29,W29 2021,202129,2021
2021-07-15 00:00:00,20210715,Thu,5,196,15,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-17 00:00:00,29,W29 2021,202129,2021
2021-07-16 00:00:00,20210716,Fri,6,197,16,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-17 00:00:00,29,W29 2021,202129,2021
2021-07-17 00:00:00,20210717,Sat,7,198,17,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-17 00:00:00,29,W29 2021,202129,2021
2021-07-18 00:00:00,20210718,Sun,1,199,18,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-24 00:00:00,30,W30 2021,202130,2021
2021-07-19 00:00:00,20210719,Mon,2,200,19,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-24 00:00:00,30,W30 2021,202130,2021
2021-07-20 00:00:00,20210720,Tue,3,201,20,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-24 00:00:00,30,W30 2021,202130,2021
2021-07-21 00:00:00,20210721,Wed,4,202,21,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-24 00:00:00,30,W30 2021,202130,2021
2021-07-22 00:00:00,20210722,Thu,5,203,22,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-24 00:00:00,30,W30 2021,202130,2021
2021-07-23 00:00:00,20210723,Fri,6,204,23,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-24 00:00:00,30,W30 2021,202130,2021
2021-07-24 00:00:00,20210724,Sat,7,205,24,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-24 00:00:00,30,W30 2021,202130,2021
2021-07-25 00:00:00,20210725,Sun,1,206,25,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-31 00:00:00,31,W31 2021,202131,2021
2021-07-26 00:00:00,20210726,Mon,2,207,26,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-31 00:00:00,31,W31 2021,202131,2021
2021-07-27 00:00:00,20210727,Tue,3,208,27,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-31 00:00:00,31,W31 2021,202131,2021
2021-07-28 00:00:00,20210728,Wed,4,209,28,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-31 00:00:00,31,W31 2021,202131,2021
2021-07-29 00:00:00,20210729,Thu,5,210,29,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-31 00:00:00,31,W31 2021,202131,2021
2021-07-30 00:00:00,20210730,Fri,6,211,30,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-31 00:00:00,31,W31 2021,202131,2021
2021-07-31 00:00:00,20210731,Sat,7,212,31,Jul,7,Jul 2021,202107,3,Q3 2021,20213,2021-07-31 00:00:00,31,W31 2021,202131,2021
2021-08-01 00:00:00,20210801,Sun,1,213,1,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-07 00:00:00,32,W32 2021,202132,2021
2021-08-02 00:00:00,20210802,Mon,2,214,2,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-07 00:00:00,32,W32 2021,202132,2021
2021-08-03 00:00:00,20210803,Tue,3,215,3,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-07 00:00:00,32,W32 2021,202132,2021
2021-08-04 00:00:00,20210804,Wed,4,216,4,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-07 00:00:00,32,W32 2021,202132,2021
2021-08-05 00:00:00,20210805,Thu,5,217,5,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-07 00:00:00,32,W32 2021,202132,2021
2021-08-06 00:00:00,20210806,Fri,6,218,6,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-07 00:00:00,32,W32 2021,202132,2021
2021-08-07 00:00:00,20210807,Sat,7,219,7,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-07 00:00:00,32,W32 2021,202132,2021
2021-08-08 00:00:00,20210808,Sun,1,220,8,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-14 00:00:00,33,W33 2021,202133,2021
2021-08-09 00:00:00,20210809,Mon,2,221,9,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-14 00:00:00,33,W33 2021,202133,2021
2021-08-10 00:00:00,20210810,Tue,3,222,10,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-14 00:00:00,33,W33 2021,202133,2021
2021-08-11 00:00:00,20210811,Wed,4,223,11,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-14 00:00:00,33,W33 2021,202133,2021
2021-08-12 00:00:00,20210812,Thu,5,224,12,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-14 00:00:00,33,W33 2021,202133,2021
2021-08-13 00:00:00,20210813,Fri,6,225,13,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-14 00:00:00,33,W33 2021,202133,2021
2021-08-14 00:00:00,20210814,Sat,7,226,14,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-14 00:00:00,33,W33 2021,202133,2021
2021-08-15 00:00:00,20210815,Sun,1,227,15,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-21 00:00:00,34,W34 2021,202134,2021
2021-08-16 00:00:00,20210816,Mon,2,228,16,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-21 00:00:00,34,W34 2021,202134,2021
2021-08-17 00:00:00,20210817,Tue,3,229,17,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-21 00:00:00,34,W34 2021,202134,2021
2021-08-18 00:00:00,20210818,Wed,4,230,18,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-21 00:00:00,34,W34 2021,202134,2021
2021-08-19 00:00:00,20210819,Thu,5,231,19,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-21 00:00:00,34,W34 2021,202134,2021
2021-08-20 00:00:00,20210820,Fri,6,232,20,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-21 00:00:00,34,W34 2021,202134,2021
2021-08-21 00:00:00,20210821,Sat,7,233,21,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-21 00:00:00,34,W34 2021,202134,2021
2021-08-22 00:00:00,20210822,Sun,1,234,22,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-28 00:00:00,35,W35 2021,202135,2021
2021-08-23 00:00:00,20210823,Mon,2,235,23,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-28 00:00:00,35,W35 2021,202135,2021
2021-08-24 00:00:00,20210824,Tue,3,236,24,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-28 00:00:00,35,W35 2021,202135,2021
2021-08-25 00:00:00,20210825,Wed,4,237,25,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-28 00:00:00,35,W35 2021,202135,2021
2021-08-26 00:00:00,20210826,Thu,5,238,26,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-28 00:00:00,35,W35 2021,202135,2021
2021-08-27 00:00:00,20210827,Fri,6,239,27,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-28 00:00:00,35,W35 2021,202135,2021
2021-08-28 00:00:00,20210828,Sat,7,240,28,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-08-28 00:00:00,35,W35 2021,202135,2021
2021-08-29 00:00:00,20210829,Sun,1,241,29,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-09-04 00:00:00,36,W36 2021,202136,2021
2021-08-30 00:00:00,20210830,Mon,2,242,30,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-09-04 00:00:00,36,W36 2021,202136,2021
2021-08-31 00:00:00,20210831,Tue,3,243,31,Aug,8,Aug 2021,202108,3,Q3 2021,20213,2021-09-04 00:00:00,36,W36 2021,202136,2021
2021-09-01 00:00:00,20210901,Wed,4,244,1,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-04 00:00:00,36,W36 2021,202136,2021
2021-09-02 00:00:00,20210902,Thu,5,245,2,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-04 00:00:00,36,W36 2021,202136,2021
2021-09-03 00:00:00,20210903,Fri,6,246,3,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-04 00:00:00,36,W36 2021,202136,2021
2021-09-04 00:00:00,20210904,Sat,7,247,4,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-04 00:00:00,36,W36 2021,202136,2021
2021-09-05 00:00:00,20210905,Sun,1,248,5,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-11 00:00:00,37,W37 2021,202137,2021
2021-09-06 00:00:00,20210906,Mon,2,249,6,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-11 00:00:00,37,W37 2021,202137,2021
2021-09-07 00:00:00,20210907,Tue,3,250,7,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-11 00:00:00,37,W37 2021,202137,2021
2021-09-08 00:00:00,20210908,Wed,4,251,8,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-11 00:00:00,37,W37 2021,202137,2021
2021-09-09 00:00:00,20210909,Thu,5,252,9,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-11 00:00:00,37,W37 2021,202137,2021
2021-09-10 00:00:00,20210910,Fri,6,253,10,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-11 00:00:00,37,W37 2021,202137,2021
2021-09-11 00:00:00,20210911,Sat,7,254,11,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-11 00:00:00,37,W37 2021,202137,2021
2021-09-12 00:00:00,20210912,Sun,1,255,12,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-18 00:00:00,38,W38 2021,202138,2021
2021-09-13 00:00:00,20210913,Mon,2,256,13,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-18 00:00:00,38,W38 2021,202138,2021
2021-09-14 00:00:00,20210914,Tue,3,257,14,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-18 00:00:00,38,W38 2021,202138,2021
2021-09-15 00:00:00,20210915,Wed,4,258,15,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-18 00:00:00,38,W38 2021,202138,2021
2021-09-16 00:00:00,20210916,Thu,5,259,16,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-18 00:00:00,38,W38 2021,202138,2021
2021-09-17 00:00:00,20210917,Fri,6,260,17,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-18 00:00:00,38,W38 2021,202138,2021
2021-09-18 00:00:00,20210918,Sat,7,261,18,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-18 00:00:00,38,W38 2021,202138,2021
2021-09-19 00:00:00,20210919,Sun,1,262,19,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-25 00:00:00,39,W39 2021,202139,2021
2021-09-20 00:00:00,20210920,Mon,2,263,20,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-25 00:00:00,39,W39 2021,202139,2021
2021-09-21 00:00:00,20210921,Tue,3,264,21,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-25 00:00:00,39,W39 2021,202139,2021
2021-09-22 00:00:00,20210922,Wed,4,265,22,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-25 00:00:00,39,W39 2021,202139,2021
2021-09-23 00:00:00,20210923,Thu,5,266,23,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-25 00:00:00,39,W39 2021,202139,2021
2021-09-24 00:00:00,20210924,Fri,6,267,24,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-25 00:00:00,39,W39 2021,202139,2021
2021-09-25 00:00:00,20210925,Sat,7,268,25,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-09-25 00:00:00,39,W39 2021,202139,2021
2021-09-26 00:00:00,20210926,Sun,1,269,26,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-10-02 00:00:00,40,W40 2021,202140,2021
2021-09-27 00:00:00,20210927,Mon,2,270,27,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-10-02 00:00:00,40,W40 2021,202140,2021
2021-09-28 00:00:00,20210928,Tue,3,271,28,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-10-02 00:00:00,40,W40 2021,202140,2021
2021-09-29 00:00:00,20210929,Wed,4,272,29,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-10-02 00:00:00,40,W40 2021,202140,2021
2021-09-30 00:00:00,20210930,Thu,5,273,30,Sep,9,Sep 2021,202109,3,Q3 2021,20213,2021-10-02 00:00:00,40,W40 2021,202140,2021
2021-10-01 00:00:00,20211001,Fri,6,274,1,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-02 00:00:00,40,W40 2021,202140,2021
2021-10-02 00:00:00,20211002,Sat,7,275,2,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-02 00:00:00,40,W40 2021,202140,2021
2021-10-03 00:00:00,20211003,Sun,1,276,3,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-09 00:00:00,41,W41 2021,202141,2021
2021-10-04 00:00:00,20211004,Mon,2,277,4,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-09 00:00:00,41,W41 2021,202141,2021
2021-10-05 00:00:00,20211005,Tue,3,278,5,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-09 00:00:00,41,W41 2021,202141,2021
2021-10-06 00:00:00,20211006,Wed,4,279,6,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-09 00:00:00,41,W41 2021,202141,2021
2021-10-07 00:00:00,20211007,Thu,5,280,7,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-09 00:00:00,41,W41 2021,202141,2021
2021-10-08 00:00:00,20211008,Fri,6,281,8,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-09 00:00:00,41,W41 2021,202141,2021
2021-10-09 00:00:00,20211009,Sat,7,282,9,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-09 00:00:00,41,W41 2021,202141,2021
2021-10-10 00:00:00,20211010,Sun,1,283,10,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-16 00:00:00,42,W42 2021,202142,2021
2021-10-11 00:00:00,20211011,Mon,2,284,11,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-16 00:00:00,42,W42 2021,202142,2021
2021-10-12 00:00:00,20211012,Tue,3,285,12,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-16 00:00:00,42,W42 2021,202142,2021
2021-10-13 00:00:00,20211013,Wed,4,286,13,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-16 00:00:00,42,W42 2021,202142,2021
2021-10-14 00:00:00,20211014,Thu,5,287,14,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-16 00:00:00,42,W42 2021,202142,2021
2021-10-15 00:00:00,20211015,Fri,6,288,15,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-16 00:00:00,42,W42 2021,202142,2021
2021-10-16 00:00:00,20211016,Sat,7,289,16,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-16 00:00:00,42,W42 2021,202142,2021
2021-10-17 00:00:00,20211017,Sun,1,290,17,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-23 00:00:00,43,W43 2021,202143,2021
2021-10-18 00:00:00,20211018,Mon,2,291,18,Oct,10,Oct 2021,202110,4,Q4 2021,20214,2021-10-23 00:00:00,43,W43 2021,202143,2021
